1,10.0000,1.7581,-1.4975,2.4975
1,0.5145,3.8807,-1.7413,2.7413
1,-1.6536,-6.8045,-1.6433,2.6433
1,1.0982,1.5842,-2.0476,3.0476
1,1.9026,3.8753,-1.8341,2.8341
1,4.5156,4.3049,-1.7871,2.7871
1,-4.5791,4.1102,-1.7746,2.7746
1,0.4844,-9.9695,-1.3906,2.3906
1,8.1596,-4.8484,-1.6191,2.6191
1,-3.8986,0.3637,-1.6889,2.6889
1,-7.9583,6.1968,-1.2499,2.2499
1,-4.7270,8.2757,-1.6114,2.6114
1,-7.1421,-0.1542,-1.4150,2.4150
1,-5.9056,5.8518,-1.4022,2.4022
1,4.1714,-8.7698,-1.5152,2.5152
1,-1.4257,0.3066,-1.8634,2.8634
1,1.3046,-6.0157,-1.5794,2.5794
1,1.6158,-6.2659,-1.1946,2.1946
1,4.1444,-4.3210,-1.7756,2.7756
1,-2.1338,-4.1849,-1.8382,2.8382
1,8.3324,-7.3278,-1.5068,2.5068
1,0.3889,-1.3250,-1.9073,2.9073
1,-4.1041,-8.4377,-1.5732,2.5732
1,2.5310,-3.1245,-1.2206,2.2206
1,7.2478,-6.7807,-1.4625,2.4625
2,1.4539,1.7581,-2.0434,3.0434
2,0.5145,3.8807,-1.7413,2.7413
2,-1.6536,-6.8045,-1.6433,2.6433
2,1.0982,1.5842,-2.0476,3.0476
2,1.9026,3.8753,-1.8341,2.8341
2,4.5156,4.3049,-1.7871,2.7871
2,-4.5791,4.1102,-1.7746,2.7746
2,0.4844,-5.6896,-1.6054,2.6054
2,5.5704,-4.8484,-1.6673,2.6673
2,-3.8986,0.3637,-1.6889,2.6889
2,-7.9583,6.1968,-1.2499,2.2499
2,-4.7270,8.2757,-1.6114,2.6114
2,-2.0060,-0.7608,-1.9629,2.9629
2,-5.9056,4.0418,-1.5491,2.5491
2,4.1714,-8.7049,-1.5301,2.5301
2,-1.4257,0.3066,-1.8634,2.8634
2,1.3046,-7.8205,-1.7051,2.7051
2,1.6158,1.9458,-2.0175,3.0175
2,4.1444,-4.3210,-1.7756,2.7756
2,-2.1338,-4.2863,-1.8425,2.8425
2,-1.7090,-7.3278,-1.7069,2.7069
2,-0.9453,-1.3250,-2.0418,3.0418
2,-4.1041,-8.4377,-1.5732,2.5732
2,1.7352,-3.1245,-1.3072,2.3072
2,7.2478,-6.7807,-1.4625,2.4625
3,1.4539,1.7581,-2.0434,3.0434
3,1.4438,3.8807,-1.8544,2.8544
3,-1.6536,-4.4527,-1.8865,2.8865
3,1.0982,1.5842,-2.0476,3.0476
3,1.9026,3.8753,-1.8341,2.8341
3,4.5156,4.3049,-1.7871,2.7871
3,-4.5791,4.1102,-1.7746,2.7746
3,-0.8131,-4.2039,-1.8365,2.8365
3,0.4255,-4.8484,-1.7252,2.7252
3,-3.8986,-1.0883,-1.8425,2.8425
3,-7.9583,4.0399,-1.6168,2.6168
3,-4.7270,7.2289,-1.6385,2.6385
3,-2.0060,-0.7608,-1.9629,2.9629
3,-5.9056,4.0418,-1.5491,2.5491
3,4.1714,-8.5242,-1.5649,2.5649
3,-1.4257,0.3066,-1.8634,2.8634
3,1.3046,-7.8205,-1.7051,2.7051
3,1.3803,1.9458,-2.0232,3.0232
3,4.1444,1.4325,-1.8814,2.8814
3,-1.3171,1.9117,-2.0271,3.0271
3,-1.4571,-7.3278,-1.7103,2.7103
3,-0.9453,-1.3250,-2.0418,3.0418
3,-1.0512,-8.4377,-1.6270,2.6270
3,1.5634,4.9050,-1.8662,2.8662
3,7.2478,-6.7807,-1.4625,2.4625
4,1.3816,1.7581,-2.0440,3.0440
4,1.4438,-1.1264,-2.0551,3.0551
4,-1.6536,-4.4527,-1.8865,2.8865
4,1.0982,1.2546,-2.0542,3.0542
4,1.9026,3.8753,-1.8341,2.8341
4,4.5156,4.3049,-1.7871,2.7871
4,-0.8395,4.1102,-1.8354,2.8354
4,-0.9247,-4.2039,-1.8526,2.8526
4,1.4926,-4.8484,-1.8719,2.8719
4,-3.8986,-1.1313,-1.8457,2.8457
4,-7.9583,4.0399,-1.6168,2.6168
4,-2.0097,0.3931,-1.8563,2.8563
4,-2.0060,-2.0648,-1.9650,2.9650
4,-5.9056,1.7970,-1.6336,2.6336
4,4.1714,-0.5985,-1.7909,2.7909
4,-1.4257,1.3237,-2.0618,3.0618
4,1.3046,-7.8205,-1.7051,2.7051
4,1.3803,1.9458,-2.0232,3.0232
4,-1.5050,1.4325,-2.0593,3.0593
4,-1.3171,-1.1172,-2.0560,3.0560
4,-1.4571,-1.1082,-2.0537,3.0537
4,-0.9453,-1.3250,-2.0418,3.0418
4,-1.0512,-8.4377,-1.6270,2.6270
4,1.5634,-0.9746,-2.0382,3.0382
4,7.2478,-6.7807,-1.4625,2.4625
5,1.3816,1.7581,-2.0440,3.0440
5,1.4438,-1.1264,-2.0551,3.0551
5,-1.6536,-2.0193,-2.0054,3.0054
5,1.1992,1.2546,-2.0591,3.0591
5,1.3693,3.8753,-1.8528,2.8528
5,4.5156,4.3049,-1.7871,2.7871
5,-0.8395,4.1102,-1.8354,2.8354
5,-0.9247,-4.2039,-1.8526,2.8526
5,1.4926,-4.8484,-1.8719,2.8719
5,-3.8986,-1.1349,-1.8460,2.8460
5,-7.9583,4.0399,-1.6168,2.6168
5,-2.0097,1.4050,-2.0143,3.0143
5,-2.0060,-2.0648,-1.9650,2.9650
5,-5.9056,1.7970,-1.6336,2.6336
5,4.1714,-0.5985,-1.7909,2.7909
5,-1.4257,1.3237,-2.0618,3.0618
5,1.3046,-7.8205,-1.7051,2.7051
5,1.3803,1.1832,-2.0591,3.0591
5,-1.5050,1.4325,-2.0593,3.0593
5,-1.3171,-1.1172,-2.0560,3.0560
5,-1.4571,-1.2145,-2.0588,3.0588
5,-0.9453,-1.3250,-2.0418,3.0418
5,-1.0512,-8.4377,-1.6270,2.6270
5,1.4601,-0.9746,-2.0426,3.0426
5,7.2478,-6.9144,-1.4895,2.4895
6,1.3816,1.7581,-2.0440,3.0440
6,1.4438,-1.1264,-2.0551,3.0551
6,-1.6536,-2.0193,-2.0054,3.0054
6,1.2838,1.2546,-2.0611,3.0611
6,1.3693,3.8753,-1.8528,2.8528
6,4.5156,4.3049,-1.7871,2.7871
6,1.0210,4.1102,-1.8581,2.8581
6,-0.9247,-4.2039,-1.8526,2.8526
6,1.4926,-4.8484,-1.8719,2.8719
6,-3.8986,-1.1349,-1.8460,2.8460
6,-7.9583,4.0399,-1.6168,2.6168
6,-2.0097,1.4050,-2.0143,3.0143
6,-1.3752,-2.0648,-2.0058,3.0058
6,-0.6192,1.7970,-1.9585,2.9585
6,4.1714,-0.5985,-1.7909,2.7909
6,-1.4257,1.3237,-2.0618,3.0618
6,1.3046,-7.8205,-1.7051,2.7051
6,1.3803,1.1832,-2.0591,3.0591
6,-1.5050,1.4325,-2.0593,3.0593
6,-1.3171,-1.1172,-2.0560,3.0560
6,-1.4424,-1.2145,-2.0592,3.0592
6,-1.5490,-1.3250,-2.0579,3.0579
6,-1.0512,-8.2380,-1.6547,2.6547
6,1.4601,-0.9746,-2.0426,3.0426
6,-1.2169,-8.0462,-1.6860,2.6860
7,1.3816,1.7581,-2.0440,3.0440
7,1.3162,-1.1264,-2.0565,3.0565
7,-1.6536,-2.0193,-2.0054,3.0054
7,1.2838,1.2546,-2.0611,3.0611
7,1.3693,3.8753,-1.8528,2.8528
7,4.5156,4.3049,-1.7871,2.7871
7,1.0210,4.1102,-1.8581,2.8581
7,-0.9247,-4.2039,-1.8526,2.8526
7,1.4926,1.7550,-2.0428,3.0428
7,-4.8531,-1.1349,-1.8593,2.8593
7,-7.9583,4.0399,-1.6168,2.6168
7,1.0293,1.4050,-2.0491,3.0491
7,-1.3752,-2.0648,-2.0058,3.0058
7,-0.6192,1.7970,-1.9585,2.9585
7,4.1714,-0.5985,-1.7909,2.7909
7,-1.4177,1.3237,-2.0620,3.0620
7,1.3046,-2.7008,-1.8320,2.8320
7,1.3803,1.4110,-2.0621,3.0621
7,-1.5050,1.3793,-2.0598,3.0598
7,-1.3171,-1.5802,-2.0563,3.0563
7,-1.3709,-1.2145,-2.0603,3.0603
7,-1.5490,-1.3250,-2.0579,3.0579
7,-1.0512,-8.2380,-1.6547,2.6547
7,1.4083,-0.9746,-2.0439,3.0439
7,-1.2764,-8.0462,-1.6889,2.6889
8,1.3816,1.7581,-2.0440,3.0440
8,1.3162,-1.1549,-2.0580,3.0580
8,-1.6536,1.9096,-2.0199,3.0199
8,1.2838,1.2546,-2.0611,3.0611
8,1.3693,3.8753,-1.8528,2.8528
8,4.5156,4.3049,-1.7871,2.7871
8,1.0210,4.2274,-1.8646,2.8646
8,-0.9247,-4.2039,-1.8526,2.8526
8,1.4926,1.7550,-2.0428,3.0428
8,-4.8531,-1.1349,-1.8593,2.8593
8,-7.9583,4.7105,-1.6401,2.6401
8,1.0293,1.4050,-2.0491,3.0491
8,-1.3950,-2.0648,-2.0058,3.0058
8,-0.7971,1.7970,-1.9957,2.9957
8,0.3790,-0.5985,-1.8410,2.8410
8,-1.4177,1.3237,-2.0620,3.0620
8,1.3280,-2.7008,-1.8325,2.8325
8,1.3803,1.4110,-2.0621,3.0621
8,-1.4002,1.3793,-2.0622,3.0622
8,-1.3171,-1.5802,-2.0563,3.0563
8,-1.3709,-1.2145,-2.0603,3.0603
8,-1.5490,-1.3250,-2.0579,3.0579
8,-1.0938,-8.2380,-1.6582,2.6582
8,1.4083,-1.1560,-2.0575,3.0575
8,-1.2771,-8.0462,-1.6889,2.6889
9,1.3816,1.7581,-2.0440,3.0440
9,1.3162,-1.2640,-2.0617,3.0617
9,-1.3312,1.6252,-2.0539,3.0539
9,1.2838,1.2546,-2.0611,3.0611
9,1.3693,3.8753,-1.8528,2.8528
9,4.5156,4.3049,-1.7871,2.7871
9,1.0210,4.2274,-1.8646,2.8646
9,-0.9247,-2.3603,-1.9182,2.9182
9,1.4926,1.4581,-2.0592,3.0592
9,-4.8531,-1.8061,-1.8609,2.8609
9,-7.9583,4.7105,-1.6401,2.6401
9,1.0293,1.4050,-2.0491,3.0491
9,-1.3950,-1.4033,-2.0621,3.0621
9,-0.7971,1.7970,-1.9957,2.9957
9,0.3790,-0.5985,-1.8410,2.8410
9,-1.4177,1.3237,-2.0620,3.0620
9,1.3577,-2.4193,-1.9303,2.9303
9,1.3800,1.4110,-2.0621,3.0621
9,-1.3656,1.3793,-2.0625,3.0625
9,-1.3171,-1.3830,-2.0623,3.0623
9,-1.3709,-1.3443,-2.0626,3.0626
9,-1.5490,-1.3250,-2.0579,3.0579
9,-1.0938,-1.0443,-2.0445,3.0445
9,1.4083,-1.1560,-2.0575,3.0575
9,-1.2771,-8.0462,-1.6889,2.6889
10,1.3816,1.7581,-2.0440,3.0440
10,1.3162,-1.2640,-2.0617,3.0617
10,-1.3312,1.6252,-2.0539,3.0539
10,1.2838,1.2546,-2.0611,3.0611
10,1.3693,4.2109,-1.8843,2.8843
10,1.4493,4.3049,-1.8885,2.8885
10,1.0210,0.6720,-1.9886,2.9886
10,-0.9247,-2.3603,-1.9182,2.9182
10,1.4926,1.3261,-2.0601,3.0601
10,-4.8531,-1.8061,-1.8609,2.8609
10,-7.9583,4.7105,-1.6401,2.6401
10,-1.3582,1.4050,-2.0623,3.0623
10,-1.3950,-1.4033,-2.0621,3.0621
10,-0.7971,1.7970,-1.9957,2.9957
10,0.3790,-1.1246,-1.9006,2.9006
10,-1.4177,1.3237,-2.0620,3.0620
10,1.3577,-2.4193,-1.9303,2.9303
10,1.3800,1.4110,-2.0621,3.0621
10,-1.3656,1.3793,-2.0625,3.0625
10,-1.3171,-1.3830,-2.0623,3.0623
10,-1.3709,-1.3443,-2.0626,3.0626
10,-1.5155,-1.3250,-2.0593,3.0593
10,-1.0938,-1.2531,-2.0539,3.0539
10,1.4083,-1.1560,-2.0575,3.0575
10,-1.2771,-8.0462,-1.6889,2.6889
11,1.3816,1.4910,-2.0603,3.0603
11,1.3162,-1.2640,-2.0617,3.0617
11,-1.3312,1.6252,-2.0539,3.0539
11,1.2838,1.2546,-2.0611,3.0611
11,1.3693,1.9212,-2.0264,3.0264
11,1.4493,4.3049,-1.8885,2.8885
11,1.0210,0.6720,-1.9886,2.9886
11,-0.9247,-2.3603,-1.9182,2.9182
11,1.4770,1.3261,-2.0606,3.0606
11,-2.1758,-1.3264,-1.9857,2.9857
11,-7.3199,1.5596,-1.7099,2.7099
11,-1.3582,1.4050,-2.0623,3.0623
11,-1.3950,-1.4033,-2.0621,3.0621
11,-0.7971,1.7448,-2.0009,3.0009
11,0.8768,-1.1246,-2.0292,3.0292
11,-1.4177,1.3237,-2.0620,3.0620
11,1.3577,-1.6267,-2.0540,3.0540
11,1.3800,1.4110,-2.0621,3.0621
11,-1.3656,1.3793,-2.0625,3.0625
11,-1.3171,-1.3830,-2.0623,3.0623
11,-1.3709,-1.3443,-2.0626,3.0626
11,-1.5155,-1.3250,-2.0593,3.0593
11,-1.0938,-1.2531,-2.0539,3.0539
11,1.4083,-1.1560,-2.0575,3.0575
11,-1.2771,-3.7475,-1.8275,2.8275
12,1.3816,1.4910,-2.0603,3.0603
12,1.3162,-1.2640,-2.0617,3.0617
12,-1.3312,1.6252,-2.0539,3.0539
12,1.2838,1.2546,-2.0611,3.0611
12,1.3693,1.9212,-2.0264,3.0264
12,1.4493,4.3049,-1.8885,2.8885
12,1.1164,-0.9094,-2.0329,3.0329
12,-0.9247,-2.3603,-1.9182,2.9182
12,1.4530,1.3261,-2.0613,3.0613
12,-1.6350,-1.3264,-2.0532,3.0532
12,-7.3199,1.5596,-1.7099,2.7099
12,-1.3582,1.4050,-2.0623,3.0623
12,-1.3950,-1.4033,-2.0621,3.0621
12,-1.2756,1.7448,-2.0440,3.0440
12,1.0369,-1.1246,-2.0456,3.0456
12,-1.4177,1.3237,-2.0620,3.0620
12,1.3577,-1.6267,-2.0540,3.0540
12,1.3610,1.3337,-2.0626,3.0626
12,-1.3656,1.3793,-2.0625,3.0625
12,-1.3206,-1.3830,-2.0624,3.0624
12,-1.3709,-1.3443,-2.0626,3.0626
12,-1.5155,-1.3250,-2.0593,3.0593
12,-1.5194,-1.2531,-2.0579,3.0579
12,1.3957,-1.1560,-2.0577,3.0577
12,-1.2771,-3.7475,-1.8275,2.8275
13,1.3805,1.4910,-2.0603,3.0603
13,1.3162,-1.2640,-2.0617,3.0617
13,-1.3312,1.6252,-2.0539,3.0539
13,1.2838,1.2546,-2.0611,3.0611
13,1.3693,1.9212,-2.0264,3.0264
13,1.4493,2.4468,-1.9228,2.9228
13,1.1164,-1.5255,-2.0517,3.0517
13,-0.9247,-2.3603,-1.9182,2.9182
13,1.4530,1.3261,-2.0613,3.0613
13,-1.6350,-1.3264,-2.0532,3.0532
13,-3.5245,1.5596,-1.7656,2.7656
13,-1.3582,1.4050,-2.0623,3.0623
13,-1.3510,-1.4033,-2.0623,3.0623
13,-1.3649,1.7448,-2.0452,3.0452
13,1.0369,-1.1246,-2.0456,3.0456
13,-1.4177,-1.3368,-2.0620,3.0620
13,1.3577,-1.6267,-2.0540,3.0540
13,1.3610,1.3337,-2.0626,3.0626
13,-1.3656,1.3793,-2.0625,3.0625
13,-1.3206,-1.3830,-2.0624,3.0624
13,-1.3709,-1.3443,-2.0626,3.0626
